ts,high,low,open,volume,close,atr_14,rsi_14,sma_20,sma_50,sma_200,macd,macd_signal,macd_hist,ticker
1986-12-24 00:00:00+00:00,0.171875,0.1710070073604583,0.171875,7027200,0.1049218028783798,0.066979615475474,64.81046964023199,0.1030358619987964,0.0935742856562137,0.0713627484813332,0.0027180332379536,0.0031941360885022,-0.0004761028505485,MSFT
1986-12-26 00:00:00+00:00,0.1727429926395416,0.1710070073604583,0.1714410036802292,3715200,0.1046561747789383,0.0670918253802324,62.87586471247683,0.1029030602425336,0.0941799083352088,0.0715885303728282,0.0026784438642321,0.0030909976436482,-0.000412553779416,MSFT
1986-12-29 00:00:00+00:00,0.1727429926395416,0.1640630066394806,0.1710070073604583,41702400,0.1004064306616783,0.0672244910442818,40.53785221964312,0.1026374541223048,0.0947005361318587,0.0717824392020702,0.002277892045105,0.0029283765239395,-0.0006504844788345,MSFT
1986-12-30 00:00:00+00:00,0.1666669994592666,0.1623259931802749,0.1640630066394806,25401600,0.1014689281582832,0.067095968078056,46.065498779482105,0.1025312133133411,0.0951999162137507,0.0719763452559709,0.0020228681461436,0.0027472748483803,-0.0007244067022367,MSFT
1986-12-31 00:00:00+00:00,0.1701389998197555,0.165799006819725,0.165799006819725,23356800,0.1025313064455986,0.0673058485558449,51.28969738996567,0.1024515312165021,0.0957099199295043,0.0721835345216095,0.0018847585941375,0.0025747715975318,-0.0006900130033942,MSFT
1987-01-02 00:00:00+00:00,0.1692710071802139,0.1649309992790222,0.1675350069999694,12643200,0.1014689281582832,0.0672303621796809,46.1336304003082,0.1023585714399814,0.0961349302530288,0.0723907240107655,0.0016703262487727,0.00239388252778,-0.0007235562790072,MSFT
1987-01-05 00:00:00+00:00,0.1770830005407333,0.1649309992790222,0.165799006819725,48499200,0.1073122099041938,0.0683481902067168,67.11435038640818,0.1024913731962442,0.0966768062114715,0.0726350982673465,0.0019494193795849,0.002304989898141,-0.000355570518556,MSFT
1987-01-06 00:00:00+00:00,0.1788190007209777,0.174478992819786,0.1753470003604889,40032000,0.1089059114456176,0.0687693369547257,70.70515634899576,0.1027304213494062,0.0972505562007426,0.0728954092226922,0.0022729993699407,0.0022985917925009,-2.559242256019609e-05,MSFT
1987-01-07 00:00:00+00:00,0.1875,0.1779509931802749,0.1779509931802749,60998400,0.1147498413920402,0.07007930383468,79.96233345764183,0.1033147878944873,0.0979518084228038,0.0731929082050919,0.0029667957755473,0.0024322325891102,0.0005345631864371,MSFT
1987-01-08 00:00:00+00:00,0.1953130066394806,0.1883679926395416,0.1883679926395416,61488000,0.1184683591127395,0.071477152023048,83.73574606127431,0.1041116405278443,0.0986742977797984,0.0735036874189972,0.0037731927117844,0.002700424613645,0.0010727680981393,MSFT
1987-01-09 00:00:00+00:00,0.2022570073604583,0.1927080005407333,0.1935759931802749,63705600,0.1232499182224273,0.0731186848530041,87.28764591265211,0.1051077302545308,0.099455233067274,0.0738304061442613,0.0047434207507852,0.0031090238410731,0.0016343969097121,MSFT
1987-01-12 00:00:00+00:00,0.2161460071802139,0.1996529996395111,0.2013889998197555,128793600,0.1312187314033508,0.0757556720669751,91.04732884800237,0.1064624194055795,0.1004433546960353,0.0741916570626198,0.006085203647617,0.0037042598023819,0.0023809438452351,MSFT
1987-01-13 00:00:00+00:00,0.212674006819725,0.2048610001802444,0.212674006819725,76320000,0.1274997591972351,0.0765156191802283,78.53928544064783,0.1078170858323573,0.1013252234458923,0.0745369690656661,0.006770440856355,0.0043174960131765,0.0024529448431785,MSFT
1987-01-14 00:00:00+00:00,0.2092009931802749,0.2039929926395416,0.2083330005407333,69465600,0.1274997591972351,0.0772070344872699,78.53928544064783,0.1093045860528945,0.1022283408045768,0.0748849369958042,0.0072301515941828,0.0049000271293777,0.002330124464805,MSFT
1987-01-15 00:00:00+00:00,0.2248259931802749,0.2083330005407333,0.2083330005407333,117014400,0.1344060450792312,0.0798895944200392,83.98043181027379,0.1110842801630496,0.1032377110421657,0.0752647804282605,0.0080588577230197,0.0055317932481061,0.0025270644749135,MSFT
1987-01-16 00:00:00+00:00,0.2196179926395416,0.2100690007209777,0.2196179926395416,65433600,0.1312187314033508,0.0805992415054087,73.99074663763048,0.1126514863222837,0.1041195890307426,0.075626031346619,0.0083620314313201,0.0060978408847489,0.0022641905465711,MSFT
1987-01-19 00:00:00+00:00,0.2222220003604889,0.2100690007209777,0.2144100069999694,88243200,0.1359997242689132,0.0819864451656393,78.43131501539176,0.1144178699702024,0.1049908320605754,0.0760111872293054,0.0088856566287363,0.0066554040335464,0.0022302525951898,MSFT
1987-01-20 00:00:00+00:00,0.2309029996395111,0.221353992819786,0.2222220003604889,95760000,0.1381245851516723,0.0837086891929671,80.16769283488647,0.1161709737032651,0.105862074792385,0.0764122792892157,0.0093641478181715,0.0071971527904714,0.0021669950277,MSFT
1987-01-21 00:00:00+00:00,0.2413190007209777,0.221353992819786,0.2256940007209777,108489600,0.1439685672521591,0.0863067860431455,84.20333205026681,0.1181631546467542,0.1068608208000659,0.0768399353325366,0.0100985067487573,0.0077774235821286,0.0023210831666287,MSFT
1987-01-22 00:00:00+00:00,0.2595489919185638,0.228299006819725,0.2352429926395416,116035200,0.1583126336336136,0.0902099378595801,89.97865625288998,0.120819417387247,0.1082208307087421,0.077333999518305,0.0117030324968963,0.0085625453650822,0.0031404871318141,MSFT
1987-01-23 00:00:00+00:00,0.2690970003604889,0.234375,0.2586809992790222,317894400,0.1434373408555984,0.0929531950418861,62.59498984626226,0.1227451942861079,0.109272698611021,0.0777510310709476,0.0116401386307032,0.0091780640182064,0.0024620746124968,MSFT
1987-01-26 00:00:00+00:00,0.2413190007209777,0.228299006819725,0.2361110001802444,116553600,0.1460933983325958,0.0936103236850185,64.80193114742958,0.1248170554637908,0.1103776876628398,0.0781760307960211,0.0116700908860594,0.009676469391777,0.0019936214942824,MSFT
1987-01-27 00:00:00+00:00,0.2517359852790832,0.2387149930000305,0.2387149930000305,114105600,0.1519373953342437,0.0952146254532144,69.38738068426807,0.1273936036974191,0.111626129746437,0.0786275944486259,0.0120267530590647,0.0101465261252345,0.0018802269338301,MSFT
1987-01-28 00:00:00+00:00,0.2526040077209472,0.2413190007209777,0.2482639998197555,76723200,0.1524685621261596,0.0959415570443463,69.79998997878072,0.1299435853958129,0.112869258224964,0.0790818139351904,0.012211504499275,0.0105595218000426,0.0016519826992324,MSFT
1987-01-29 00:00:00+00:00,0.2517359852790832,0.2335070073604583,0.2491320073604583,79228800,0.1460933983325958,0.0963850058588232,58.82064061501782,0.1321216899901628,0.1139742472767829,0.0794935303367673,0.0117085302595057,0.0107893234919352,0.0009192067675704,MSFT
1987-01-30 00:00:00+00:00,0.2543399930000305,0.2352429926395416,0.2387149930000305,104169600,0.1553903371095657,0.0979665510333048,67.43885734914329,0.1348177604377269,0.1153608064353465,0.0799490754120051,0.011922667720419,0.011015992337632,0.0009066753827869,MSFT
1987-02-02 00:00:00+00:00,0.2586809992790222,0.2534720003604889,0.2539060115814209,46915200,0.155124694108963,0.098676432518125,66.97672322858728,0.1372083846479654,0.1166783066093921,0.080413916427642,0.0119333774835318,0.0111994693668119,0.0007339081167198,MSFT
1987-02-03 00:00:00+00:00,0.2560760080814361,0.2447919994592666,0.2534720003604889,59328000,0.1524685621261596,0.0989797500453714,62.06950581251383,0.1393865171819925,0.1178045549988746,0.0808654767833649,0.0115938902453648,0.0112783535425225,0.0003155367028423,MSFT
1987-02-04 00:00:00+00:00,0.2508679926395416,0.2465279996395111,0.2491320073604583,31737600,0.1529998481273651,0.0989023741077728,62.70023671225552,0.1412990175187587,0.1188776849210262,0.0813250087574124,0.0112381678993717,0.0112703164138924,-3.214851452069088e-05,MSFT
1987-02-05 00:00:00+00:00,0.2517359852790832,0.2456600069999694,0.25,42652800,0.1519373953342437,0.0988802091802988,60.38336444784865,0.1429724693298339,0.1197701886296272,0.081777900326997,0.0107466436972263,0.0111655818705591,-0.0004189381733328,MSFT
1987-02-06 00:00:00+00:00,0.2495660036802292,0.2378470003604889,0.2482639998197555,45619200,0.1463590115308761,0.0987133290690571,49.338393664360574,0.1441279239952563,0.1205298745632171,0.082172352168709,0.0097940782360492,0.0108912811436572,-0.0010972029076079,MSFT
1987-02-09 00:00:00+00:00,0.2387149930000305,0.2356770038604736,0.2387149930000305,136080000,0.1450310200452804,0.0978656827224034,46.9780406060499,0.1448185384273528,0.1212842507660388,0.0825389125756919,0.0088302161951245,0.0104790681539506,-0.0016488519588261,MSFT
1987-02-10 00:00:00+00:00,0.2378470003604889,0.2317710071802139,0.236978992819786,44668800,0.1455621868371963,0.0971923890681107,48.12341346238552,0.1457216598093509,0.1220811234414577,0.0829054725356399,0.0080167966627565,0.0099866138557118,-0.0019698171929552,MSFT
1987-02-11 00:00:00+00:00,0.2491320073604583,0.2387149930000305,0.2387149930000305,60307200,0.1524685621261596,0.0980427132621309,60.820789012699926,0.1469700999557971,0.1230586197972297,0.0833171918429433,0.0078390785716989,0.0095571067989092,-0.0017180282272103,MSFT
1987-02-12 00:00:00+00:00,0.2677949965000152,0.2491320073604583,0.2491320073604583,185731200,0.1630935817956924,0.1003472094103608,72.68752166675732,0.1484044767916202,0.124237992465496,0.0837900043837725,0.0084580864389902,0.0093373027269254,-0.0008792162879351,MSFT
1987-02-13 00:00:00+00:00,0.2699649930000305,0.2578130066394806,0.2664929926395416,81763200,0.1614998579025268,0.1012171029828911,69.0669511902482,0.149918533116579,0.1254014271497726,0.0842601604573428,0.0087195409938065,0.0092137503803016,-0.0004942093864951,MSFT
1987-02-17 00:00:00+00:00,0.2664929926395416,0.2578130066394806,0.2638890147209167,70732800,0.1625622659921646,0.101720573883441,70.20835120992955,0.1512466602027415,0.1265595489740371,0.0847356285713612,0.0089097668203282,0.0091529536683069,-0.0002431868479787,MSFT
